order_id,customer_id,order_date,region,category,quantity,unit_price,status
ORD0000067,CUST07355,2024-08-13,West,Grocery,8,,CANCELLED
ORD0000068,CUST05480,2025-02-18,SOUTH,Grocery,3,269.39,completed
ORD0000069,CUST04849,2024-01-28,North,Furniture,8,133.78,CANCELLED
ORD0000070,CUST01734,2025-04-10,East,Clothing,7,475.85,completed
ORD0000071,CUST02067,2024-03-24,West,Electronics,1,178.23,COMPLETED
ORD0000072,CUST06400,2024-02-11,,Electronics,4,312.56,PENDING
ORD0000073,CUST01035,2025-04-29,SOUTH,Electronics,4,131.84,CANCELLED
ORD0000074,CUST01375,2024-04-27,,Grocery,2,464.8,pending
ORD0000075,CUST05549,2025-01-19,West,Grocery,4,387.38,pending
ORD0000076,CUST06599,2024-05-03,,Toys,6,332.45,COMPLETED
ORD0000077,CUST04145,2024-12-15,North,Furniture,2,184.28,completed
ORD0000078,CUST05795,2024-06-05,West,Grocery,5,460.21,completed
ORD0000079,CUST03809,2025-03-22,,Toys,4,47.9,completed
ORD0000080,CUST01998,2025-04-20,north,Toys,6,,CANCELLED
ORD0000081,CUST01490,2025-05-14,South,Clothing,6,300.1,CANCELLED
ORD0000082,CUST04554,2024-01-11,north,Grocery,7,380.29,completed
ORD0000083,CUST05292,2025-05-17,West,Electronics,4,125.44,pending
ORD0000084,CUST03024,2025-04-29,north,Toys,9,352.91,CANCELLED
ORD0000085,CUST02512,2024-09-14,South,Electronics,6,270.25,PENDING
ORD0000086,CUST01570,2024-08-09,SOUTH,Furniture,10,264.7,CANCELLED
ORD0000087,CUST00824,2024-07-17,East,Grocery,5,,pending
ORD0000088,CUST01037,2024-10-07,North,Electronics,3,377.63,COMPLETED
ORD0000089,CUST07150,2024-01-13,north,Clothing,8,482.92,CANCELLED
ORD0000090,CUST07710,2025-05-04,North,Electronics,2,344.79,PENDING
ORD0000091,CUST01223,2024-11-07,North,Grocery,7,396.42,PENDING
ORD0000092,CUST06355,2025-06-19,West,Furniture,5,495.07,CANCELLED
ORD0000093,CUST04659,2024-03-02,north,Electronics,4,136.0,COMPLETED
ORD0000094,CUST01287,2024-09-02,South,Toys,1,346.24,completed
ORD0000095,CUST02386,2024-02-03,South,Clothing,8,120.54,CANCELLED
ORD0000096,CUST06454,2024-07-21,West,Electronics,3,414.18,COMPLETED
ORD0000097,CUST00489,2024-06-18,,Clothing,10,222.38,completed
ORD0000098,CUST05642,2024-11-07,SOUTH,Furniture,9,221.69,pending
ORD0000099,CUST00327,2025-03-18,SOUTH,Clothing,1,481.15,pending
ORD0000100,CUST04810,2024-01-22,,Clothing,3,327.5,CANCELLED
ORD0000101,CUST01487,2025-03-22,SOUTH,Furniture,8,169.99,COMPLETED
ORD0000102,CUST07027,2024-06-13,East,Furniture,5,203.22,pending
ORD0000103,CUST00301,2025-04-10,North,Clothing,2,205.07,pending
ORD0000104,CUST06758,2024-01-02,SOUTH,Toys,1,184.08,completed
ORD0000105,CUST05124,2025-03-28,,Electronics,9,147.57,completed
ORD0000106,CUST00995,2024-01-30,SOUTH,Toys,3,11.77,completed
ORD0000107,CUST00764,2024-08-18,,Electronics,2,81.22,CANCELLED
ORD0000108,CUST04169,2024-10-06,West,Furniture,4,76.6,PENDING
ORD0000109,CUST07552,2025-06-04,SOUTH,Grocery,5,427.93,CANCELLED
ORD0000110,CUST07654,2025-06-03,East,Electronics,5,292.06,completed
ORD0000111,CUST07089,2024-06-01,West,Toys,6,274.0,completed
ORD0000112,CUST07642,2024-11-25,,Grocery,4,120.61,completed
ORD0000113,CUST00358,2024-11-21,SOUTH,Furniture,7,333.53,PENDING
ORD0000114,CUST04058,2024-02-07,South,Toys,6,437.72,completed
ORD0000115,CUST00817,2025-06-22,West,Electronics,7,485.13,COMPLETED
ORD0000116,CUST03847,2024-09-28,East,Toys,2,426.91,pending
ORD0000117,CUST03114,2024-11-20,SOUTH,Furniture,1,121.21,CANCELLED
ORD0000118,CUST01864,2024-04-02,West,Electronics,2,348.53,COMPLETED
ORD0000119,CUST00377,2024-11-28,,Electronics,6,125.88,completed
ORD0000120,CUST04637,2024-07-03,South,Grocery,7,124.21,pending
ORD0000121,CUST01173,2024-08-25,West,Clothing,1,235.3,CANCELLED
ORD0000122,CUST05551,2024-06-10,North,Furniture,10,481.2,CANCELLED
ORD0000123,CUST03743,2024-11-05,South,Furniture,2,288.1,pending
ORD0000124,CUST02424,2024-10-29,North,Furniture,10,390.26,COMPLETED
ORD0000125,CUST07460,2025-05-23,,Clothing,4,179.4,PENDING
ORD0000126,CUST05087,2024-09-13,SOUTH,Grocery,1,223.21,pending
ORD0000127,CUST02989,2024-05-14,North,Clothing,7,70.42,pending
ORD0000128,CUST07180,2025-01-09,north,Toys,3,413.22,completed
ORD0000129,CUST07925,2024-10-29,SOUTH,Clothing,8,74.67,PENDING
ORD0000130,CUST07047,2025-02-10,,Toys,7,,pending
ORD0000131,CUST01013,2025-04-10,East,Clothing,6,120.74,COMPLETED
ORD0000132,CUST05076,2024-12-01,north,Grocery,8,154.58,completed
ORD0000133,CUST00956,2024-05-23,North,Electronics,8,121.23,pending
ORD0000134,CUST01112,2025-02-01,West,Clothing,9,372.42,PENDING
ORD0000135,CUST07254,2025-02-28,SOUTH,Electronics,10,476.0,COMPLETED
ORD0000136,CUST05655,2025-01-14,South,Furniture,4,54.18,CANCELLED
ORD0000137,CUST04461,2025-01-02,North,Furniture,2,412.97,COMPLETED
ORD0000138,CUST05430,2024-08-05,SOUTH,Toys,1,125.57,PENDING
ORD0000139,CUST06447,2024-07-29,North,Toys,4,120.33,PENDING
ORD0000140,CUST06461,2024-01-03,East,Grocery,9,91.38,COMPLETED
ORD0000141,CUST01080,2024-01-16,East,Grocery,1,30.94,completed
ORD0000142,CUST04310,2024-04-26,SOUTH,Electronics,6,58.98,pending
ORD0000143,CUST01815,2024-02-14,SOUTH,Toys,1,242.1,completed
ORD0000144,CUST03493,2024-04-20,West,Furniture,2,78.43,PENDING
ORD0000145,CUST02253,2024-11-28,West,Toys,8,217.95,COMPLETED
ORD0000146,CUST06987,2024-08-08,West,Furniture,7,229.48,completed
ORD0000147,CUST05977,2024-04-07,East,Furniture,5,80.56,completed
ORD0000148,CUST00550,2024-04-03,,Electronics,2,189.46,PENDING
ORD0000149,CUST04558,2024-03-02,north,Toys,2,437.44,completed
ORD0000150,CUST07112,2024-02-22,East,Toys,2,110.31,completed
ORD0000151,CUST01838,2024-04-20,East,Toys,5,404.57,pending
ORD0000152,CUST07984,2024-01-27,north,Clothing,,382.39,CANCELLED
ORD0000153,CUST02876,2024-01-07,South,Grocery,7,371.78,COMPLETED
ORD0000154,CUST00752,2024-08-08,West,Furniture,3,362.19,pending
ORD0000155,CUST04885,2024-03-27,North,Grocery,10,45.38,completed
ORD0000156,CUST05423,2025-03-10,West,Toys,5,258.61,CANCELLED
ORD0000157,CUST03522,2024-04-23,East,Toys,5,200.66,pending
ORD0000158,CUST00449,2024-01-08,South,Clothing,3,148.28,COMPLETED
ORD0000159,CUST00064,2025-05-24,SOUTH,Furniture,7,118.9,pending
ORD0000160,CUST06827,2024-12-28,North,Furniture,1,232.58,COMPLETED
ORD0000161,CUST07063,2024-11-16,north,Furniture,7,205.49,CANCELLED
ORD0000162,CUST01408,2025-04-16,,Clothing,2,296.49,pending
ORD0000163,CUST00645,2025-02-09,,Clothing,4,88.23,pending
ORD0000164,CUST05188,2024-04-26,north,Toys,6,479.32,PENDING
ORD0000165,CUST01936,2024-04-15,South,Clothing,10,380.78,COMPLETED
ORD0000166,CUST01452,2025-05-20,West,Toys,8,441.61,pending
ORD0000167,CUST02648,2024-11-19,South,Furniture,8,399.18,pending
ORD0000168,CUST00461,2024-12-26,north,Electronics,8,187.53,CANCELLED
ORD0000169,CUST00629,2024-04-02,north,Toys,8,477.34,COMPLETED
ORD0000170,CUST03685,2024-07-11,East,Toys,3,228.01,CANCELLED
ORD0000171,CUST05852,2024-03-27,north,Grocery,8,264.41,pending
ORD0000172,CUST01301,2025-01-07,East,Clothing,6,30.92,CANCELLED
ORD0000173,CUST00540,2024-12-03,North,Toys,5,426.53,pending
ORD0000174,CUST07154,2024-06-02,East,Electronics,3,158.56,completed
ORD0000175,CUST01057,2024-03-27,East,Toys,6,336.71,pending
ORD0000176,CUST00766,2025-03-09,north,Clothing,,475.83,CANCELLED
ORD0000177,CUST07764,2025-05-12,South,Grocery,3,422.99,COMPLETED
ORD0000178,CUST04159,2025-06-23,North,Clothing,10,191.48,PENDING
ORD0000179,CUST01482,2024-06-18,SOUTH,Furniture,6,122.58,completed
ORD0000180,CUST05002,2024-10-18,,Furniture,4,405.27,completed
ORD0000181,CUST07406,2024-07-17,East,Toys,8,390.17,pending
ORD0000182,CUST04321,2025-03-04,South,Grocery,3,30.83,completed
ORD0000183,CUST07161,2025-01-15,north,Electronics,9,146.11,PENDING
ORD0000184,CUST02235,2025-04-05,north,Grocery,2,114.91,completed
ORD0000185,CUST07247,2024-12-23,North,Furniture,9,196.15,COMPLETED
ORD0000186,CUST03072,2024-08-17,North,Clothing,6,73.11,CANCELLED
ORD0000187,CUST07516,2025-04-28,SOUTH,Grocery,8,7.6,COMPLETED
ORD0000188,CUST00156,2024-09-19,South,Grocery,10,60.04,CANCELLED
ORD0000189,CUST01947,2024-11-04,North,Electronics,10,59.87,completed
ORD0000190,CUST04889,2024-01-17,SOUTH,Toys,3,5.77,CANCELLED
ORD0000191,CUST01971,2025-03-02,South,Electronics,6,265.4,pending
ORD0000192,CUST06443,2025-06-03,north,Electronics,8,196.51,CANCELLED
ORD0000193,CUST02078,2024-01-17,East,Electronics,2,368.92,CANCELLED
ORD0000194,CUST01093,2024-02-15,East,Toys,3,343.92,completed
ORD0000195,CUST05176,2024-07-05,,Grocery,8,104.79,PENDING
ORD0000196,CUST07257,2024-02-12,East,Clothing,9,23.13,PENDING
ORD0000197,CUST02344,2024-12-31,,Electronics,6,400.67,completed
ORD0000198,CUST07287,2025-02-13,SOUTH,Furniture,7,97.47,completed
ORD0000199,CUST03010,2025-06-15,East,Electronics,2,497.57,PENDING
ORD0000200,CUST04469,2024-10-27,East,Electronics,5,303.3,completed
ORD0000201,CUST01366,2025-03-30,East,Furniture,6,220.3,COMPLETED
ORD0000202,CUST00615,2025-02-19,East,Toys,3,75.68,pending
ORD0000203,CUST05555,2025-03-24,North,Grocery,6,474.99,COMPLETED
ORD0000204,CUST04957,2024-06-06,SOUTH,Furniture,6,43.06,PENDING
ORD0000205,CUST04338,2025-01-10,West,Clothing,4,17.83,PENDING
ORD0000206,CUST04089,2025-06-14,West,Toys,5,111.21,pending
ORD0000207,CUST02340,2025-05-17,South,Electronics,2,449.85,completed
ORD0000208,CUST00720,2024-11-23,SOUTH,Clothing,9,446.21,PENDING
ORD0000209,CUST05832,2024-06-27,,Clothing,2,397.07,PENDING
ORD0000210,CUST06475,2025-05-20,North,Clothing,6,491.59,PENDING
ORD0000211,CUST05014,2024-03-29,North,Clothing,8,385.74,pending
ORD0000212,CUST00605,2024-05-08,East,Electronics,9,439.59,pending
ORD0000213,CUST05242,2024-07-05,,Grocery,1,261.46,CANCELLED
ORD0000214,CUST01349,2024-06-14,East,Grocery,9,423.74,CANCELLED
ORD0000215,CUST01609,2024-10-08,South,Clothing,2,88.47,pending
ORD0000216,CUST01264,2024-06-24,SOUTH,Toys,10,462.35,COMPLETED
ORD0000217,CUST06761,2024-01-30,North,Electronics,10,109.35,pending
ORD0000218,CUST03413,2024-02-01,West,Toys,5,403.32,completed
ORD0000219,CUST02437,2025-04-09,North,Electronics,7,105.99,pending
ORD0000220,CUST01177,2024-11-16,,Clothing,6,69.73,CANCELLED
ORD0000221,CUST04219,2024-04-18,East,Grocery,5,74.73,COMPLETED
ORD0000222,CUST02378,2025-01-28,,Toys,3,467.21,CANCELLED
ORD0000223,CUST01556,2024-06-12,West,Toys,5,49.57,completed
ORD0000224,CUST04141,2025-04-13,South,Grocery,1,249.97,completed
ORD0000225,CUST02341,2024-01-09,,Electronics,5,383.11,CANCELLED
ORD0000226,CUST00371,2025-02-14,North,Toys,6,41.4,pending
ORD0000227,CUST03690,2024-10-13,,Toys,2,52.86,CANCELLED
ORD0000228,CUST06512,2024-12-13,north,Clothing,4,203.69,COMPLETED
ORD0000229,CUST00372,2024-02-09,South,Clothing,9,305.1,pending
ORD0000230,CUST01146,2024-12-01,north,Clothing,10,153.12,CANCELLED
ORD0000231,CUST04156,2025-06-05,north,Furniture,5,13.24,CANCELLED
ORD0000232,CUST05520,2024-04-22,West,Toys,1,136.44,pending
ORD0000233,CUST04732,2024-08-21,SOUTH,Electronics,3,361.99,completed
ORD0000234,CUST01211,2024-09-05,North,Toys,2,223.31,completed
ORD0000235,CUST01241,2025-02-26,SOUTH,Grocery,10,437.04,COMPLETED
ORD0000236,CUST05782,2024-05-21,north,Grocery,8,160.31,PENDING
ORD0000237,CUST03766,2024-12-16,north,Clothing,5,100.17,PENDING
ORD0000238,CUST02286,2024-11-01,South,Clothing,4,247.06,completed
ORD0000239,CUST02858,2024-10-07,East,Electronics,9,490.18,CANCELLED
ORD0000240,CUST07821,2024-05-29,East,Electronics,2,223.98,CANCELLED
ORD0000241,CUST06123,2025-05-05,South,Grocery,5,349.6,PENDING
ORD0000242,CUST00895,2024-09-02,South,Electronics,9,120.25,COMPLETED
ORD0000243,CUST03386,2024-12-04,SOUTH,Furniture,3,,pending
ORD0000244,CUST07612,2024-06-10,West,Furniture,4,147.19,CANCELLED
ORD0000245,CUST05292,2024-03-01,,Electronics,4,362.94,COMPLETED
ORD0000246,CUST07482,2024-06-28,West,Grocery,1,201.51,completed
ORD0000247,CUST01527,2024-10-23,North,Electronics,10,491.58,CANCELLED
ORD0000248,CUST03723,2025-06-20,West,Grocery,8,405.36,CANCELLED
ORD0000249,CUST01332,2025-04-14,SOUTH,Clothing,1,396.43,pending
ORD0000250,CUST05525,2024-07-16,South,Toys,7,260.06,COMPLETED
ORD0000251,CUST03284,2024-04-07,South,Grocery,4,,completed
ORD0000252,CUST01930,2025-04-02,,Clothing,5,288.57,CANCELLED
ORD0000253,CUST05355,2025-01-03,SOUTH,Grocery,2,84.06,pending
ORD0000254,CUST07563,2024-11-14,SOUTH,Electronics,5,114.32,PENDING
ORD0000255,CUST03918,2024-06-05,West,Toys,9,379.89,PENDING
ORD0000256,CUST06242,2024-09-10,SOUTH,Toys,2,266.45,CANCELLED
ORD0000257,CUST00640,2024-04-24,North,Toys,4,79.18,CANCELLED
ORD0000258,CUST07000,2025-06-16,West,Electronics,10,449.95,completed
ORD0000259,CUST06625,2024-02-26,West,Grocery,8,281.6,CANCELLED
ORD0000260,CUST05926,2024-01-23,West,Clothing,4,27.42,CANCELLED
ORD0000261,CUST05738,2024-03-06,north,Electronics,2,238.68,CANCELLED
ORD0000262,CUST03350,2024-07-03,,Grocery,7,446.21,completed
ORD0000263,CUST07124,2025-01-21,West,Electronics,9,430.84,COMPLETED
ORD0000264,CUST01463,2025-02-06,north,Grocery,4,379.31,CANCELLED
ORD0000265,CUST03793,2025-03-10,north,Furniture,4,81.79,PENDING
ORD0000266,CUST07680,2024-04-25,North,Furniture,1,38.31,pending
ORD0000267,CUST00276,2025-04-02,north,Electronics,1,121.0,PENDING
ORD0000268,CUST06180,2024-02-27,South,Toys,4,367.1,CANCELLED
ORD0000269,CUST04731,2024-11-24,South,Clothing,9,153.75,COMPLETED
ORD0000270,CUST04561,2024-06-28,SOUTH,Furniture,1,471.09,completed
ORD0000271,CUST06438,2025-06-21,East,Furniture,5,378.44,completed
ORD0000272,CUST01975,2024-08-18,East,Grocery,1,484.05,pending
ORD0000273,CUST04342,2024-05-17,West,Grocery,6,461.5,CANCELLED
ORD0000274,CUST00758,2024-07-14,North,Clothing,10,437.44,PENDING
ORD0000275,CUST06592,2024-08-10,West,Grocery,6,454.95,PENDING
ORD0000276,CUST07678,2024-07-13,SOUTH,Electronics,8,349.34,PENDING
ORD0000277,CUST03250,2024-09-02,north,Clothing,7,326.12,CANCELLED
ORD0000278,CUST02143,2025-01-03,north,Furniture,8,163.52,PENDING
ORD0000279,CUST03037,2024-11-16,West,Electronics,4,13.03,pending
ORD0000280,CUST07658,2025-03-03,East,Grocery,4,417.51,completed
ORD0000281,CUST04511,2024-12-11,East,Furniture,8,367.72,CANCELLED
ORD0000282,CUST01387,2024-05-23,SOUTH,Toys,9,478.83,pending
ORD0000283,CUST00278,2024-03-17,,Electronics,7,317.2,COMPLETED
ORD0000284,CUST05794,2024-06-03,North,Grocery,6,320.68,pending
ORD0000285,CUST07478,2025-05-09,SOUTH,Furniture,,208.61,COMPLETED
ORD0000286,CUST04337,2024-10-08,north,Clothing,,338.65,PENDING
ORD0000287,CUST00877,2024-04-08,north,Grocery,10,408.53,CANCELLED
ORD0000288,CUST06513,2025-02-10,North,Clothing,8,495.17,PENDING
ORD0000289,CUST02458,2024-03-23,SOUTH,Electronics,7,240.62,COMPLETED
ORD0000290,CUST05758,2024-06-24,North,Furniture,6,429.69,COMPLETED
ORD0000291,CUST07331,2025-06-24,North,Grocery,10,28.05,COMPLETED
ORD0000292,CUST05607,2024-10-14,north,Toys,3,160.67,PENDING
ORD0000293,CUST04809,2024-05-27,,Furniture,5,124.03,completed
ORD0000294,CUST05547,2024-12-05,West,Grocery,2,487.29,COMPLETED
ORD0000295,CUST00801,2025-03-23,South,Electronics,10,201.37,CANCELLED
ORD0000296,CUST00243,2024-10-06,,Furniture,6,190.84,PENDING
ORD0000297,CUST05569,2025-01-24,North,Toys,4,45.61,PENDING
ORD0000298,CUST03113,2024-06-06,SOUTH,Furniture,2,471.77,completed
ORD0000299,CUST02949,2024-10-03,North,Grocery,7,279.6,completed
ORD0000300,CUST00847,2024-01-27,North,Clothing,10,165.59,completed
ORD0000301,CUST00102,2024-10-25,West,Furniture,9,489.2,pending
ORD0000302,CUST04269,2024-06-22,SOUTH,Furniture,5,249.1,COMPLETED
ORD0000303,CUST01370,2025-03-21,East,Furniture,2,472.39,completed
ORD0000304,CUST04865,2024-07-19,West,Electronics,1,169.45,pending
ORD0000305,CUST03113,2024-12-03,West,Clothing,10,163.73,PENDING
ORD0000306,CUST03925,2024-11-17,South,Furniture,5,318.29,pending
ORD0000307,CUST06406,2024-09-05,East,Furniture,7,466.37,PENDING
ORD0000308,CUST04852,2024-07-03,SOUTH,Toys,,471.77,PENDING
ORD0000309,CUST03592,2024-10-25,,Electronics,7,73.89,CANCELLED
ORD0000310,CUST01983,2024-09-15,SOUTH,Grocery,7,495.4,completed
ORD0000311,CUST04770,2025-02-14,north,Toys,7,396.41,CANCELLED
ORD0000312,CUST05748,2024-03-28,North,Grocery,6,308.28,pending
ORD0000313,CUST05285,2025-02-13,,Clothing,7,53.81,PENDING
ORD0000314,CUST04184,2025-06-15,north,Toys,4,198.61,pending
ORD0000315,CUST05657,2025-05-27,South,Clothing,8,210.91,COMPLETED
ORD0000316,CUST00951,2024-05-25,East,Clothing,4,177.41,COMPLETED
ORD0000317,CUST03590,2025-04-08,East,Electronics,2,,CANCELLED
ORD0000318,CUST05309,2024-04-21,SOUTH,Grocery,4,278.2,CANCELLED
ORD0000319,CUST04587,2025-03-12,West,Grocery,3,330.37,completed
ORD0000320,CUST00240,2024-07-21,West,Toys,1,106.86,COMPLETED
ORD0000321,CUST04730,2024-04-14,,Toys,6,61.41,completed
ORD0000322,CUST04324,2024-11-16,north,Furniture,10,179.23,completed
ORD0000323,CUST05058,2024-06-25,,Clothing,10,71.3,COMPLETED
ORD0000324,CUST01955,2024-11-08,North,Grocery,3,212.03,PENDING
ORD0000325,CUST04709,2025-01-27,West,Grocery,9,324.4,PENDING
ORD0000326,CUST04546,2024-06-19,West,Clothing,6,311.61,CANCELLED
ORD0000327,CUST07798,2024-01-10,West,Grocery,7,255.19,completed
ORD0000328,CUST03352,2025-05-18,West,Furniture,2,398.96,PENDING
ORD0000329,CUST02393,2024-02-03,East,Grocery,3,285.0,completed
ORD0000330,CUST04504,2025-06-07,North,Toys,9,186.6,COMPLETED
ORD0000331,CUST06226,2025-03-27,north,Grocery,2,328.57,PENDING
ORD0000332,CUST02439,2024-02-03,West,Clothing,2,497.01,PENDING
ORD0000333,CUST01720,2024-12-25,,Toys,3,393.5,PENDING
ORD0000334,CUST06599,2024-03-01,north,Clothing,10,165.21,CANCELLED
ORD0000335,CUST02371,2024-09-30,,Toys,2,376.3,completed
ORD0000336,CUST07527,2024-03-01,East,Grocery,3,357.14,PENDING
ORD0000337,CUST06238,2025-02-06,West,Grocery,5,190.71,COMPLETED
ORD0000338,CUST05191,2024-04-05,West,Toys,6,246.58,pending
ORD0000339,CUST00021,2024-04-05,SOUTH,Furniture,6,398.86,completed
ORD0000340,CUST01785,2025-03-15,,Grocery,6,172.19,pending
ORD0000341,CUST01070,2025-05-11,,Clothing,1,314.96,completed
ORD0000342,CUST00134,2024-05-07,,Grocery,1,216.76,PENDING
ORD0000343,CUST07227,2024-11-05,South,Clothing,6,189.06,PENDING
ORD0000344,CUST00425,2025-02-09,SOUTH,Clothing,4,50.14,COMPLETED
ORD0000345,CUST00009,2024-08-06,West,Electronics,4,225.31,COMPLETED
ORD0000346,CUST05699,2024-12-17,,Electronics,7,241.46,PENDING
ORD0000347,CUST03139,2024-04-01,SOUTH,Electronics,6,72.88,PENDING
ORD0000348,CUST05256,2024-05-26,North,Toys,10,222.85,PENDING
ORD0000349,CUST05146,2024-06-04,West,Toys,4,54.73,COMPLETED
ORD0000350,CUST04830,2025-01-28,East,Furniture,3,324.09,PENDING
ORD0000351,CUST04534,2024-10-18,,Electronics,5,305.43,PENDING
ORD0000352,CUST06127,2025-02-05,East,Electronics,4,60.81,completed
ORD0000353,CUST05228,2024-03-13,north,Electronics,6,431.1,pending
ORD0000354,CUST03448,2025-01-09,north,Grocery,2,,COMPLETED
ORD0000355,CUST00113,2024-09-25,South,Electronics,7,316.14,pending
ORD0000356,CUST06285,2025-03-01,West,Furniture,9,80.58,COMPLETED
ORD0000357,CUST02539,2024-03-21,north,Grocery,3,198.41,COMPLETED
ORD0000358,CUST02541,2025-03-23,SOUTH,Grocery,2,62.41,pending
ORD0000359,CUST04988,2024-02-26,East,Grocery,3,86.1,CANCELLED
ORD0000360,CUST04285,2025-06-13,,Clothing,3,437.36,COMPLETED
ORD0000361,CUST06320,2024-01-31,East,Furniture,2,487.65,COMPLETED
ORD0000362,CUST04065,2025-04-11,north,Clothing,10,82.87,COMPLETED
ORD0000363,CUST07326,2024-04-28,South,Toys,,11.08,COMPLETED
ORD0000364,CUST03865,2025-01-07,West,Grocery,1,457.4,completed
ORD0000365,CUST01840,2024-11-25,South,Furniture,6,43.55,CANCELLED
